unit,sex,age,region,year,value
YR,T,Y25,DK,2011,55.4
YR,T,Y26,DK,2011,54.5
YR,T,Y27,DK,2011,53.5
YR,T,Y28,DK,2011,52.5
YR,T,Y29,DK,2011,51.5
YR,T,Y3,DK,2011,77.2
YR,T,Y30,DK,2011,50.5
YR,T,Y31,DK,2011,49.6
YR,T,Y32,DK,2011,48.6
YR,T,Y33,DK,2011,47.6
YR,T,Y34,DK,2011,46.6
YR,T,Y35,DK,2011,45.7
YR,T,Y36,DK,2011,44.7
YR,T,Y37,DK,2011,43.7
YR,T,Y38,DK,2011,42.8
YR,T,Y39,DK,2011,41.8
YR,T,Y4,DK,2011,76.2
YR,T,Y40,DK,2011,40.8
YR,T,Y41,DK,2011,39.9
YR,T,Y42,DK,2011,38.9
YR,T,Y43,DK,2011,38.0
YR,T,Y44,DK,2011,37.0
YR,T,Y45,DK,2011,36.1
YR,T,Y46,DK,2011,35.1
YR,T,Y47,DK,2011,34.2
YR,T,Y48,DK,2011,33.3
YR,T,Y49,DK,2011,32.4
YR,T,Y5,DK,2011,75.2
YR,T,Y50,DK,2011,31.5
YR,T,Y51,DK,2011,30.6
YR,T,Y52,DK,2011,29.7
YR,T,Y53,DK,2011,28.8
YR,T,Y54,DK,2011,27.9
YR,T,Y55,DK,2011,27.0
YR,T,Y56,DK,2011,26.2
YR,T,Y57,DK,2011,25.3
YR,T,Y58,DK,2011,24.5
YR,T,Y59,DK,2011,23.7
YR,T,Y6,DK,2011,74.2
YR,T,Y60,DK,2011,22.8
YR,T,Y61,DK,2011,22.0
YR,T,Y62,DK,2011,21.2
YR,T,Y63,DK,2011,20.4
YR,T,Y64,DK,2011,19.6
YR,T,Y65,DK,2011,18.8
YR,T,Y66,DK,2011,18.0
YR,T,Y67,DK,2011,17.3
YR,T,Y68,DK,2011,16.5
YR,T,Y69,DK,2011,15.8
YR,T,Y7,DK,2011,73.2
YR,T,Y70,DK,2011,15.0
YR,T,Y71,DK,2011,14.3
YR,T,Y72,DK,2011,13.6
YR,T,Y73,DK,2011,12.9
YR,T,Y74,DK,2011,12.3
YR,T,Y75,DK,2011,11.6
YR,T,Y76,DK,2011,11.0
YR,T,Y77,DK,2011,10.4
YR,T,Y78,DK,2011,9.9
YR,T,Y79,DK,2011,9.3
YR,T,Y8,DK,2011,72.2
YR,T,Y80,DK,2011,8.8
YR,T,Y81,DK,2011,8.2
YR,T,Y82,DK,2011,7.7
YR,T,Y83,DK,2011,7.3
YR,T,Y84,DK,2011,6.8
YR,T,Y9,DK,2011,71.2
YR,T,Y_GE85,DK,2011,6.4
YR,T,Y_LT1,DK,2011,79.9
YR,F,Y1,DK,2010,80.7
YR,F,Y10,DK,2010,71.7
YR,F,Y11,DK,2010,70.7
YR,F,Y12,DK,2010,69.7
YR,F,Y13,DK,2010,68.7
YR,F,Y14,DK,2010,67.7
YR,F,Y15,DK,2010,66.7
YR,F,Y16,DK,2010,65.7
YR,F,Y17,DK,2010,64.8
YR,F,Y18,DK,2010,63.8
YR,F,Y19,DK,2010,62.8
YR,F,Y2,DK,2010,79.7
YR,F,Y20,DK,2010,61.8
YR,F,Y21,DK,2010,60.8
YR,F,Y22,DK,2010,59.8
YR,F,Y23,DK,2010,58.8
YR,F,Y24,DK,2010,57.9
YR,F,Y25,DK,2010,56.9
YR,F,Y26,DK,2010,55.9
YR,F,Y27,DK,2010,54.9
YR,F,Y28,DK,2010,53.9
YR,F,Y29,DK,2010,52.9
YR,F,Y3,DK,2010,78.7
YR,F,Y30,DK,2010,51.9
YR,F,Y31,DK,2010,50.9
YR,F,Y32,DK,2010,49.9
YR,F,Y33,DK,2010,49.0
YR,F,Y34,DK,2010,48.0
YR,F,Y35,DK,2010,47.0
YR,F,Y36,DK,2010,46.0
YR,F,Y37,DK,2010,45.1
YR,F,Y38,DK,2010,44.1
YR,F,Y39,DK,2010,43.1
YR,F,Y4,DK,2010,77.7
YR,F,Y40,DK,2010,42.1
YR,F,Y41,DK,2010,41.2
YR,F,Y42,DK,2010,40.2
YR,F,Y43,DK,2010,39.2
YR,F,Y44,DK,2010,38.3
YR,F,Y45,DK,2010,37.3
YR,F,Y46,DK,2010,36.4
YR,F,Y47,DK,2010,35.5
YR,F,Y48,DK,2010,34.5
YR,F,Y49,DK,2010,33.6
YR,F,Y5,DK,2010,76.7
YR,F,Y50,DK,2010,32.7
YR,F,Y51,DK,2010,31.7
YR,F,Y52,DK,2010,30.8
YR,F,Y53,DK,2010,29.9
YR,F,Y54,DK,2010,29.0
YR,F,Y55,DK,2010,28.2
YR,F,Y56,DK,2010,27.3
YR,F,Y57,DK,2010,26.4
YR,F,Y58,DK,2010,25.5
YR,F,Y59,DK,2010,24.7
YR,F,Y6,DK,2010,75.7
YR,F,Y60,DK,2010,23.8
YR,F,Y61,DK,2010,23.0
YR,F,Y62,DK,2010,22.1
YR,F,Y63,DK,2010,21.3
YR,F,Y64,DK,2010,20.5
YR,F,Y65,DK,2010,19.7
YR,F,Y66,DK,2010,18.9
YR,F,Y67,DK,2010,18.1
YR,F,Y68,DK,2010,17.3
YR,F,Y69,DK,2010,16.5
YR,F,Y7,DK,2010,74.7
YR,F,Y70,DK,2010,15.8
YR,F,Y71,DK,2010,15.0
YR,F,Y72,DK,2010,14.2
YR,F,Y73,DK,2010,13.5
YR,F,Y74,DK,2010,12.9
YR,F,Y75,DK,2010,12.2
YR,F,Y76,DK,2010,11.5
YR,F,Y77,DK,2010,10.9
YR,F,Y78,DK,2010,10.2
YR,F,Y79,DK,2010,9.7
YR,F,Y8,DK,2010,73.7
YR,F,Y80,DK,2010,9.1
YR,F,Y81,DK,2010,8.6
YR,F,Y82,DK,2010,8.0
YR,F,Y83,DK,2010,7.5
YR,F,Y84,DK,2010,7.1
YR,F,Y9,DK,2010,72.7
YR,F,Y_GE85,DK,2010,6.6
YR,F,Y_LT1,DK,2010,81.4
YR,M,Y1,DK,2010,76.4
YR,M,Y10,DK,2010,67.5
YR,M,Y11,DK,2010,66.5
YR,M,Y12,DK,2010,65.5
YR,M,Y13,DK,2010,64.5
YR,M,Y14,DK,2010,63.5
YR,M,Y15,DK,2010,62.5
YR,M,Y16,DK,2010,61.5
YR,M,Y17,DK,2010,60.6
YR,M,Y18,DK,2010,59.6
YR,M,Y19,DK,2010,58.6
YR,M,Y2,DK,2010,75.5
YR,M,Y20,DK,2010,57.6
YR,M,Y21,DK,2010,56.7
YR,M,Y22,DK,2010,55.7
YR,M,Y23,DK,2010,54.7
YR,M,Y24,DK,2010,53.8
YR,M,Y25,DK,2010,52.8
YR,M,Y26,DK,2010,51.8
YR,M,Y27,DK,2010,50.9
YR,M,Y28,DK,2010,49.9
YR,M,Y29,DK,2010,48.9
YR,M,Y3,DK,2010,74.5
YR,M,Y30,DK,2010,48.0
YR,M,Y31,DK,2010,47.0
YR,M,Y32,DK,2010,46.0
YR,M,Y33,DK,2010,45.0
YR,M,Y34,DK,2010,44.1
YR,M,Y35,DK,2010,43.1
YR,M,Y36,DK,2010,42.1
YR,M,Y37,DK,2010,41.2
YR,M,Y38,DK,2010,40.2
YR,M,Y39,DK,2010,39.3
YR,M,Y4,DK,2010,73.5
YR,M,Y40,DK,2010,38.3
YR,M,Y41,DK,2010,37.4
YR,M,Y42,DK,2010,36.4
YR,M,Y43,DK,2010,35.5
YR,M,Y44,DK,2010,34.6
YR,M,Y45,DK,2010,33.6
YR,M,Y46,DK,2010,32.7
YR,M,Y47,DK,2010,31.8
YR,M,Y48,DK,2010,30.9
YR,M,Y49,DK,2010,30.0
YR,M,Y5,DK,2010,72.5
YR,M,Y50,DK,2010,29.1
YR,M,Y51,DK,2010,28.2
YR,M,Y52,DK,2010,27.4
YR,M,Y53,DK,2010,26.5
YR,M,Y54,DK,2010,25.7
YR,M,Y55,DK,2010,24.9
YR,M,Y56,DK,2010,24.0
YR,M,Y57,DK,2010,23.2
YR,M,Y58,DK,2010,22.4
YR,M,Y59,DK,2010,21.6
YR,M,Y6,DK,2010,71.5
YR,M,Y60,DK,2010,20.8
YR,M,Y61,DK,2010,20.0
YR,M,Y62,DK,2010,19.3
YR,M,Y63,DK,2010,18.5
YR,M,Y64,DK,2010,17.7
YR,M,Y65,DK,2010,17.0
YR,M,Y66,DK,2010,16.2
YR,M,Y67,DK,2010,15.5
YR,M,Y68,DK,2010,14.8
YR,M,Y69,DK,2010,14.1
YR,M,Y7,DK,2010,70.5
YR,M,Y70,DK,2010,13.4
YR,M,Y71,DK,2010,12.7
YR,M,Y72,DK,2010,12.0
YR,M,Y73,DK,2010,11.4
YR,M,Y74,DK,2010,10.8
YR,M,Y75,DK,2010,10.2
YR,M,Y76,DK,2010,9.6
YR,M,Y77,DK,2010,9.1
YR,M,Y78,DK,2010,8.5
YR,M,Y79,DK,2010,8.0
YR,M,Y8,DK,2010,69.5
YR,M,Y80,DK,2010,7.5
YR,M,Y81,DK,2010,7.1
YR,M,Y82,DK,2010,6.6
YR,M,Y83,DK,2010,6.2
YR,M,Y84,DK,2010,5.8
YR,M,Y9,DK,2010,68.5
YR,M,Y_GE85,DK,2010,5.4
YR,M,Y_LT1,DK,2010,77.2
YR,T,Y1,DK,2010,78.6
YR,T,Y10,DK,2010,69.6
YR,T,Y11,DK,2010,68.6
YR,T,Y12,DK,2010,67.6
YR,T,Y13,DK,2010,66.6
YR,T,Y14,DK,2010,65.6
YR,T,Y15,DK,2010,64.7
YR,T,Y16,DK,2010,63.7
YR,T,Y17,DK,2010,62.7
YR,T,Y18,DK,2010,61.7
YR,T,Y19,DK,2010,60.7
YR,T,Y2,DK,2010,77.6
YR,T,Y20,DK,2010,59.7
YR,T,Y21,DK,2010,58.8
YR,T,Y22,DK,2010,57.8
YR,T,Y23,DK,2010,56.8
YR,T,Y24,DK,2010,55.8
YR,T,Y25,DK,2010,54.9
YR,T,Y26,DK,2010,53.9
YR,T,Y27,DK,2010,52.9
YR,T,Y28,DK,2010,51.9
YR,T,Y29,DK,2010,50.9
YR,T,Y3,DK,2010,76.6
YR,T,Y30,DK,2010,50.0
YR,T,Y31,DK,2010,49.0
YR,T,Y32,DK,2010,48.0
YR,T,Y33,DK,2010,47.0
YR,T,Y34,DK,2010,46.1
YR,T,Y35,DK,2010,45.1
YR,T,Y36,DK,2010,44.1
YR,T,Y37,DK,2010,43.1
YR,T,Y38,DK,2010,42.2
YR,T,Y39,DK,2010,41.2
YR,T,Y4,DK,2010,75.6
YR,T,Y40,DK,2010,40.3
YR,T,Y41,DK,2010,39.3
YR,T,Y42,DK,2010,38.3
YR,T,Y43,DK,2010,37.4
YR,T,Y44,DK,2010,36.5
YR,T,Y45,DK,2010,35.5
YR,T,Y46,DK,2010,34.6
YR,T,Y47,DK,2010,33.7
YR,T,Y48,DK,2010,32.7
YR,T,Y49,DK,2010,31.8
YR,T,Y5,DK,2010,74.6
YR,T,Y50,DK,2010,30.9
YR,T,Y51,DK,2010,30.0
YR,T,Y52,DK,2010,29.1
YR,T,Y53,DK,2010,28.3
YR,T,Y54,DK,2010,27.4
YR,T,Y55,DK,2010,26.6
YR,T,Y56,DK,2010,25.7
YR,T,Y57,DK,2010,24.9
YR,T,Y58,DK,2010,24.0
YR,T,Y59,DK,2010,23.2
YR,T,Y6,DK,2010,73.6
YR,T,Y60,DK,2010,22.4
YR,T,Y61,DK,2010,21.6
YR,T,Y62,DK,2010,20.8
YR,T,Y63,DK,2010,20.0
YR,T,Y64,DK,2010,19.2
YR,T,Y65,DK,2010,18.4
YR,T,Y66,DK,2010,17.7
YR,T,Y67,DK,2010,16.9
YR,T,Y68,DK,2010,16.2
YR,T,Y69,DK,2010,15.4
YR,T,Y7,DK,2010,72.6
YR,T,Y70,DK,2010,14.7
YR,T,Y71,DK,2010,14.0
YR,T,Y72,DK,2010,13.3
YR,T,Y73,DK,2010,12.6
YR,T,Y74,DK,2010,12.0
YR,T,Y75,DK,2010,11.3
YR,T,Y76,DK,2010,10.7
YR,T,Y77,DK,2010,10.1
YR,T,Y78,DK,2010,9.5
YR,T,Y79,DK,2010,9.0
YR,T,Y8,DK,2010,71.6
YR,T,Y80,DK,2010,8.5
YR,T,Y81,DK,2010,8.0
YR,T,Y82,DK,2010,7.5
YR,T,Y83,DK,2010,7.1
YR,T,Y84,DK,2010,6.6
YR,T,Y9,DK,2010,70.6
YR,T,Y_GE85,DK,2010,6.2
YR,T,Y_LT1,DK,2010,79.3
YR,F,Y1,DK,2009,80.3
YR,F,Y10,DK,2009,71.4
YR,F,Y11,DK,2009,70.4
YR,F,Y12,DK,2009,69.4
YR,F,Y13,DK,2009,68.4
YR,F,Y14,DK,2009,67.5
YR,F,Y15,DK,2009,66.5
YR,F,Y16,DK,2009,65.5
YR,F,Y17,DK,2009,64.5
YR,F,Y18,DK,2009,63.5
YR,F,Y19,DK,2009,62.5
YR,F,Y2,DK,2009,79.4
YR,F,Y20,DK,2009,61.5
YR,F,Y21,DK,2009,60.5
YR,F,Y22,DK,2009,59.5
YR,F,Y23,DK,2009,58.6
YR,F,Y24,DK,2009,57.6
YR,F,Y25,DK,2009,56.6
YR,F,Y26,DK,2009,55.6
YR,F,Y27,DK,2009,54.6
YR,F,Y28,DK,2009,53.6
YR,F,Y29,DK,2009,52.7
YR,F,Y3,DK,2009,78.4
YR,F,Y30,DK,2009,51.7
YR,F,Y31,DK,2009,50.7
YR,F,Y32,DK,2009,49.7
YR,F,Y33,DK,2009,48.7
YR,F,Y34,DK,2009,47.8
YR,F,Y35,DK,2009,46.8
YR,F,Y36,DK,2009,45.8
YR,F,Y37,DK,2009,44.8
YR,F,Y38,DK,2009,43.9
YR,F,Y39,DK,2009,42.9
YR,F,Y4,DK,2009,77.4
YR,F,Y40,DK,2009,41.9
YR,F,Y41,DK,2009,40.9
YR,F,Y42,DK,2009,40.0
YR,F,Y43,DK,2009,39.0
YR,F,Y44,DK,2009,38.1
YR,F,Y45,DK,2009,37.1
YR,F,Y46,DK,2009,36.2
YR,F,Y47,DK,2009,35.2
YR,F,Y48,DK,2009,34.3
YR,F,Y49,DK,2009,33.4
YR,F,Y5,DK,2009,76.4
YR,F,Y50,DK,2009,32.5
YR,F,Y51,DK,2009,31.5
YR,F,Y52,DK,2009,30.6
YR,F,Y53,DK,2009,29.7
YR,F,Y54,DK,2009,28.8
YR,F,Y55,DK,2009,28.0
YR,F,Y56,DK,2009,27.1
YR,F,Y57,DK,2009,26.2
YR,F,Y58,DK,2009,25.4
YR,F,Y59,DK,2009,24.5
YR,F,Y6,DK,2009,75.4
YR,F,Y60,DK,2009,23.6
YR,F,Y61,DK,2009,22.8
YR,F,Y62,DK,2009,21.9
YR,F,Y63,DK,2009,21.1
YR,F,Y64,DK,2009,20.3
YR,F,Y65,DK,2009,19.5
YR,F,Y66,DK,2009,18.7
YR,F,Y67,DK,2009,17.9
YR,F,Y68,DK,2009,17.2
YR,F,Y69,DK,2009,16.4
YR,F,Y7,DK,2009,74.4
YR,F,Y70,DK,2009,15.6
YR,F,Y71,DK,2009,14.9
YR,F,Y72,DK,2009,14.1
YR,F,Y73,DK,2009,13.4
YR,F,Y74,DK,2009,12.7
YR,F,Y75,DK,2009,12.1
YR,F,Y76,DK,2009,11.4
YR,F,Y77,DK,2009,10.8
YR,F,Y78,DK,2009,10.2
YR,F,Y79,DK,2009,9.6
YR,F,Y8,DK,2009,73.4
YR,F,Y80,DK,2009,9.1
YR,F,Y81,DK,2009,8.5
YR,F,Y82,DK,2009,8.0
YR,F,Y83,DK,2009,7.5
YR,F,Y84,DK,2009,7.0
YR,F,Y9,DK,2009,72.4
YR,F,Y_GE85,DK,2009,6.5
YR,F,Y_LT1,DK,2009,81.1
YR,M,Y1,DK,2009,76.1
YR,M,Y10,DK,2009,67.2
YR,M,Y11,DK,2009,66.2
YR,M,Y12,DK,2009,65.2
YR,M,Y13,DK,2009,64.2
YR,M,Y14,DK,2009,63.2
YR,M,Y15,DK,2009,62.2
YR,M,Y16,DK,2009,61.2
YR,M,Y17,DK,2009,60.2
YR,M,Y18,DK,2009,59.3
YR,M,Y19,DK,2009,58.3
YR,M,Y2,DK,2009,75.2
YR,M,Y20,DK,2009,57.3
YR,M,Y21,DK,2009,56.4
YR,M,Y22,DK,2009,55.4
YR,M,Y23,DK,2009,54.4
YR,M,Y24,DK,2009,53.5
YR,M,Y25,DK,2009,52.5
YR,M,Y26,DK,2009,51.5
YR,M,Y27,DK,2009,50.6
YR,M,Y28,DK,2009,49.6
YR,M,Y29,DK,2009,48.6
YR,M,Y3,DK,2009,74.2
YR,M,Y30,DK,2009,47.7
YR,M,Y31,DK,2009,46.7
YR,M,Y32,DK,2009,45.7
YR,M,Y33,DK,2009,44.8
YR,M,Y34,DK,2009,43.8
YR,M,Y35,DK,2009,42.9
YR,M,Y36,DK,2009,41.9
YR,M,Y37,DK,2009,40.9
YR,M,Y38,DK,2009,40.0
YR,M,Y39,DK,2009,39.0
YR,M,Y4,DK,2009,73.2
YR,M,Y40,DK,2009,38.1
YR,M,Y41,DK,2009,37.2
YR,M,Y42,DK,2009,36.2
YR,M,Y43,DK,2009,35.3
YR,M,Y44,DK,2009,34.4
YR,M,Y45,DK,2009,33.4
YR,M,Y46,DK,2009,32.5
YR,M,Y47,DK,2009,31.6
YR,M,Y48,DK,2009,30.7
YR,M,Y49,DK,2009,29.8
YR,M,Y5,DK,2009,72.2
YR,M,Y50,DK,2009,28.9
YR,M,Y51,DK,2009,28.0
YR,M,Y52,DK,2009,27.1
YR,M,Y53,DK,2009,26.3
YR,M,Y54,DK,2009,25.4
YR,M,Y55,DK,2009,24.6
YR,M,Y56,DK,2009,23.8
YR,M,Y57,DK,2009,23.0
YR,M,Y58,DK,2009,22.2
YR,M,Y59,DK,2009,21.4
YR,M,Y6,DK,2009,71.2
YR,M,Y60,DK,2009,20.6
YR,M,Y61,DK,2009,19.8
YR,M,Y62,DK,2009,19.0
YR,M,Y63,DK,2009,18.3
YR,M,Y64,DK,2009,17.5
YR,M,Y65,DK,2009,16.8
YR,M,Y66,DK,2009,16.1
YR,M,Y67,DK,2009,15.3
YR,M,Y68,DK,2009,14.6
YR,M,Y69,DK,2009,13.9
YR,M,Y7,DK,2009,70.2
YR,M,Y70,DK,2009,13.2
YR,M,Y71,DK,2009,12.6
YR,M,Y72,DK,2009,11.9
YR,M,Y73,DK,2009,11.2
YR,M,Y74,DK,2009,10.6
YR,M,Y75,DK,2009,10.0
YR,M,Y76,DK,2009,9.5
YR,M,Y77,DK,2009,8.9
YR,M,Y78,DK,2009,8.4
YR,M,Y79,DK,2009,7.9
YR,M,Y8,DK,2009,69.2
YR,M,Y80,DK,2009,7.4
YR,M,Y81,DK,2009,6.9
YR,M,Y82,DK,2009,6.5
YR,M,Y83,DK,2009,6.1
YR,M,Y84,DK,2009,5.7
YR,M,Y9,DK,2009,68.2
YR,M,Y_GE85,DK,2009,5.3
YR,M,Y_LT1,DK,2009,76.9
YR,T,Y1,DK,2009,78.3
YR,T,Y10,DK,2009,69.3
YR,T,Y11,DK,2009,68.3
YR,T,Y12,DK,2009,67.3
YR,T,Y13,DK,2009,66.3
YR,T,Y14,DK,2009,65.4
YR,T,Y15,DK,2009,64.4
YR,T,Y16,DK,2009,63.4
YR,T,Y17,DK,2009,62.4
YR,T,Y18,DK,2009,61.4
YR,T,Y19,DK,2009,60.4
YR,T,Y2,DK,2009,77.3
YR,T,Y20,DK,2009,59.4
YR,T,Y21,DK,2009,58.5
YR,T,Y22,DK,2009,57.5
YR,T,Y23,DK,2009,56.5
YR,T,Y24,DK,2009,55.5
YR,T,Y25,DK,2009,54.6
YR,T,Y26,DK,2009,53.6
YR,T,Y27,DK,2009,52.6
YR,T,Y28,DK,2009,51.7
YR,T,Y29,DK,2009,50.7
YR,T,Y3,DK,2009,76.3
YR,T,Y30,DK,2009,49.7
YR,T,Y31,DK,2009,48.7
YR,T,Y32,DK,2009,47.8
YR,T,Y33,DK,2009,46.8
YR,T,Y34,DK,2009,45.8
YR,T,Y35,DK,2009,44.8
YR,T,Y36,DK,2009,43.9
YR,T,Y37,DK,2009,42.9
YR,T,Y38,DK,2009,42.0
YR,T,Y39,DK,2009,41.0
YR,T,Y4,DK,2009,75.3
YR,T,Y40,DK,2009,40.0
YR,T,Y41,DK,2009,39.1
YR,T,Y42,DK,2009,38.1
YR,T,Y43,DK,2009,37.2
YR,T,Y44,DK,2009,36.3
YR,T,Y45,DK,2009,35.3
YR,T,Y46,DK,2009,34.4
YR,T,Y47,DK,2009,33.4
YR,T,Y48,DK,2009,32.5
YR,T,Y49,DK,2009,31.6
YR,T,Y5,DK,2009,74.3
YR,T,Y50,DK,2009,30.7
YR,T,Y51,DK,2009,29.8
YR,T,Y52,DK,2009,28.9
YR,T,Y53,DK,2009,28.1
YR,T,Y54,DK,2009,27.2
YR,T,Y55,DK,2009,26.3
YR,T,Y56,DK,2009,25.5
YR,T,Y57,DK,2009,24.7
YR,T,Y58,DK,2009,23.8
YR,T,Y59,DK,2009,23.0
YR,T,Y6,DK,2009,73.3
YR,T,Y60,DK,2009,22.2
YR,T,Y61,DK,2009,21.4
YR,T,Y62,DK,2009,20.6
YR,T,Y63,DK,2009,19.8
YR,T,Y64,DK,2009,19.0
YR,T,Y65,DK,2009,18.2
YR,T,Y66,DK,2009,17.5
YR,T,Y67,DK,2009,16.7
YR,T,Y68,DK,2009,16.0
YR,T,Y69,DK,2009,15.3
YR,T,Y7,DK,2009,72.3
YR,T,Y70,DK,2009,14.5
YR,T,Y71,DK,2009,13.8
YR,T,Y72,DK,2009,13.1
YR,T,Y73,DK,2009,12.5
YR,T,Y74,DK,2009,11.8
YR,T,Y75,DK,2009,11.2
YR,T,Y76,DK,2009,10.6
YR,T,Y77,DK,2009,10.0
YR,T,Y78,DK,2009,9.4
YR,T,Y79,DK,2009,8.9
YR,T,Y8,DK,2009,71.3
YR,T,Y80,DK,2009,8.4
YR,T,Y81,DK,2009,7.9
YR,T,Y82,DK,2009,7.4
YR,T,Y83,DK,2009,6.9
YR,T,Y84,DK,2009,6.5
YR,T,Y9,DK,2009,70.3
YR,T,Y_GE85,DK,2009,6.1
YR,T,Y_LT1,DK,2009,79.0
YR,F,Y1,DK,2008,80.3
YR,F,Y10,DK,2008,71.3
YR,F,Y11,DK,2008,70.3
YR,F,Y12,DK,2008,69.4
YR,F,Y13,DK,2008,68.4
YR,F,Y14,DK,2008,67.4
YR,F,Y15,DK,2008,66.4
YR,F,Y16,DK,2008,65.4
YR,F,Y17,DK,2008,64.4
YR,F,Y18,DK,2008,63.4
YR,F,Y19,DK,2008,62.4
YR,F,Y2,DK,2008,79.3
YR,F,Y20,DK,2008,61.4
YR,F,Y21,DK,2008,60.4
YR,F,Y22,DK,2008,59.4
YR,F,Y23,DK,2008,58.5
YR,F,Y24,DK,2008,57.5
YR,F,Y25,DK,2008,56.5
YR,F,Y26,DK,2008,55.5
YR,F,Y27,DK,2008,54.5
YR,F,Y28,DK,2008,53.5
YR,F,Y29,DK,2008,52.5
YR,F,Y3,DK,2008,78.3
YR,F,Y30,DK,2008,51.5
YR,F,Y31,DK,2008,50.6
YR,F,Y32,DK,2008,49.6
YR,F,Y33,DK,2008,48.6
YR,F,Y34,DK,2008,47.6
YR,F,Y35,DK,2008,46.7
YR,F,Y36,DK,2008,45.7
YR,F,Y37,DK,2008,44.7
YR,F,Y38,DK,2008,43.7
YR,F,Y39,DK,2008,42.8
YR,F,Y4,DK,2008,77.3
YR,F,Y40,DK,2008,41.8
YR,F,Y41,DK,2008,40.9
YR,F,Y42,DK,2008,39.9
YR,F,Y43,DK,2008,39.0
YR,F,Y44,DK,2008,38.0
YR,F,Y45,DK,2008,37.1
YR,F,Y46,DK,2008,36.1
YR,F,Y47,DK,2008,35.2
YR,F,Y48,DK,2008,34.2
YR,F,Y49,DK,2008,33.3
YR,F,Y5,DK,2008,76.3
YR,F,Y50,DK,2008,32.4
YR,F,Y51,DK,2008,31.5
YR,F,Y52,DK,2008,30.6
YR,F,Y53,DK,2008,29.7
YR,F,Y54,DK,2008,28.8
YR,F,Y55,DK,2008,27.9
YR,F,Y56,DK,2008,27.0
YR,F,Y57,DK,2008,26.2
YR,F,Y58,DK,2008,25.3
YR,F,Y59,DK,2008,24.5
YR,F,Y6,DK,2008,75.3
YR,F,Y60,DK,2008,23.6
YR,F,Y61,DK,2008,22.8
YR,F,Y62,DK,2008,21.9
YR,F,Y63,DK,2008,21.1
YR,F,Y64,DK,2008,20.3
YR,F,Y65,DK,2008,19.5
YR,F,Y66,DK,2008,18.7
YR,F,Y67,DK,2008,17.9
YR,F,Y68,DK,2008,17.1
YR,F,Y69,DK,2008,16.4
YR,F,Y7,DK,2008,74.3
YR,F,Y70,DK,2008,15.6
YR,F,Y71,DK,2008,14.9
YR,F,Y72,DK,2008,14.2
YR,F,Y73,DK,2008,13.5
YR,F,Y74,DK,2008,12.8
YR,F,Y75,DK,2008,12.1
YR,F,Y76,DK,2008,11.5
YR,F,Y77,DK,2008,10.9
YR,F,Y78,DK,2008,10.3
YR,F,Y79,DK,2008,9.7
YR,F,Y8,DK,2008,73.3
YR,F,Y80,DK,2008,9.1
YR,F,Y81,DK,2008,8.6
YR,F,Y82,DK,2008,8.1
YR,F,Y83,DK,2008,7.5
YR,F,Y84,DK,2008,7.0
YR,F,Y9,DK,2008,72.3
YR,F,Y_GE85,DK,2008,6.6
YR,F,Y_LT1,DK,2008,81.0
YR,M,Y1,DK,2008,75.9
YR,M,Y10,DK,2008,67.0
YR,M,Y11,DK,2008,66.0
YR,M,Y12,DK,2008,65.0
YR,M,Y13,DK,2008,64.0
YR,M,Y14,DK,2008,63.0
YR,M,Y15,DK,2008,62.0
YR,M,Y16,DK,2008,61.0
YR,M,Y17,DK,2008,60.0
YR,M,Y18,DK,2008,59.0
YR,M,Y19,DK,2008,58.1
YR,M,Y2,DK,2008,74.9
YR,M,Y20,DK,2008,57.1
YR,M,Y21,DK,2008,56.2
YR,M,Y22,DK,2008,55.2
YR,M,Y23,DK,2008,54.3
YR,M,Y24,DK,2008,53.3
YR,M,Y25,DK,2008,52.4
YR,M,Y26,DK,2008,51.4
YR,M,Y27,DK,2008,50.4
YR,M,Y28,DK,2008,49.5
YR,M,Y29,DK,2008,48.5
YR,M,Y3,DK,2008,73.9
YR,M,Y30,DK,2008,47.5
YR,M,Y31,DK,2008,46.6
YR,M,Y32,DK,2008,45.6
YR,M,Y33,DK,2008,44.6
YR,M,Y34,DK,2008,43.7
YR,M,Y35,DK,2008,42.7
YR,M,Y36,DK,2008,41.8
YR,M,Y37,DK,2008,40.8
YR,M,Y38,DK,2008,39.9
YR,M,Y39,DK,2008,38.9
YR,M,Y4,DK,2008,72.9
YR,M,Y40,DK,2008,38.0
YR,M,Y41,DK,2008,37.0
YR,M,Y42,DK,2008,36.1
YR,M,Y43,DK,2008,35.1
YR,M,Y44,DK,2008,34.2
YR,M,Y45,DK,2008,33.3
YR,M,Y46,DK,2008,32.4
YR,M,Y47,DK,2008,31.5
YR,M,Y48,DK,2008,30.5
YR,M,Y49,DK,2008,29.7
YR,M,Y5,DK,2008,71.9
YR,M,Y50,DK,2008,28.8
YR,M,Y51,DK,2008,27.9
YR,M,Y52,DK,2008,27.1
YR,M,Y53,DK,2008,26.2
YR,M,Y54,DK,2008,25.4
YR,M,Y55,DK,2008,24.5
YR,M,Y56,DK,2008,23.7
YR,M,Y57,DK,2008,22.9
YR,M,Y58,DK,2008,22.0
YR,M,Y59,DK,2008,21.2
YR,M,Y6,DK,2008,70.9
YR,M,Y60,DK,2008,20.4
YR,M,Y61,DK,2008,19.6
YR,M,Y62,DK,2008,18.9
YR,M,Y63,DK,2008,18.1
YR,M,Y64,DK,2008,17.4
YR,M,Y65,DK,2008,16.6
